genepair	stat	globalCor	pval	nperm	globalCorMin	globalCorMax	fdr	sigCluster	startCor	branchpointCor	endCor
Ivns1abp_Tmem150a	0.198438010894696	-0.0587189310042755	0.000111111111111111	63000	-0.157363180159096	0.0399486407684308	0.0532206588881263	2	0.170413729680065	0.119211463275207	-0.426092491253038
Malat1_Mcm7	0.196791849672618	0.0382278909533332	0.000112903225806452	62000	-0.0608849307971989	0.135789758614439	0.0532206588881263	4	-0.329303534212268	-9.01810605554426e-05	0.165855395025134
Tipin_Tmem150a	0.198696618920608	0.0888513999401386	0.000107692307692308	65000	-0.00523292404494763	0.188263705306708	0.0532206588881263	4	-0.252371622785209	0.0175770129696459	0.19357719547234
Acss1_Bex1	0.193077960792694	0.0245816858789676	0.000126984126984127	63000	-0.0747219572906327	0.120106004832022	0.0574149659863946	3	-0.31230355976178	0.0233023621871738	0.408991375558699
Apom_Serpina1b	0.156171012018925	0.71931388391909	0.000125	4000	0.638859509850449	0.71931388391909	0.0574149659863946	6	0.35951639501754	0.838785163541212	0.829549750271316
Fth1_Tspan12	0.186029705024366	0.351080314261675	0.000133333333333333	60000	0.252288708566574	0.448203646031922	0.05908	8	0.530997531072625	0.411151253589065	0.136639379669796
Akr1c13_Tex30	0.195584815738851	0.0858941980040786	0.000142857142857143	63000	-0.00523292404494763	0.18524271954446	0.0597169811320755	4	-0.190204435870184	-0.0723331762911062	0.285266254657623
Casp8ap2_Malat1	0.192785232711509	0.0423342618797818	0.000142857142857143	63000	-0.0546457771396647	0.138961104587453	0.0597169811320755	4	-0.349522228532081	0.00154736736871163	0.141012499524962
Rrm2_Tubb4b	0.194037699713754	0.00483714628688021	0.000142857142857143	63000	-0.0937406687442643	0.0987481408163128	0.0597169811320755	4	-0.13429549476221	-0.0661430656551563	0.0985686344693703
Apoa2_Prom1	0.195034676533675	0.0644610655397366	0.000158730158730159	63000	-0.034437435487342	0.158312693405459	0.0616959064327485	1	-0.157282086707449	-0.0683592339956584	0.500785871439835
Ccnb1_Ivns1abp	0.197502813945353	0.0620171378836703	0.00015625	64000	-0.0373918104394158	0.158312693405459	0.0616959064327485	8	0.240322794333765	0.161436305591023	-0.310727834310184
Cs_Gpi1	0.195826580173254	0.101444553479646	0.00015625	64000	0.00514157712489368	0.198976737808897	0.0616959064327485	1	0.0121965650296486	-0.0246095064212053	0.407806391439899
Gmnn_Rpa2	0.196967263976793	0.121365779570871	0.00015625	64000	0.0218008170690466	0.218657493574795	0.0616959064327485	8	0.389679346544275	0.235224603370379	-0.17648911724834
Birc5_Lpp	0.192533134066727	-0.178476863432997	0.000166666666666667	60000	-0.271348587974505	-0.0805893625539821	0.0636637931034483	5	0.250244224240435	-0.187580722229288	-0.0974568119086357
Dhfr_Vcam1	0.195407473499687	-0.0841160250767615	0.000174603174603175	63000	-0.181291302677755	0.0101668945333551	0.0655649717514124	2	0.213379420036674	-0.124821861487518	-0.284583902079934
Apoa2_Mcm7	0.195638452315055	-0.0985946002485626	0.000184615384615385	65000	-0.192265477825668	0.00129016481670013	0.0680993852459016	1	-0.193739996973218	-0.326529769640899	0.106258578464061
Tex30_Zfp638	0.192689171141071	-0.0398097651801089	0.0001875	64000	-0.139541519737119	0.0577614668654508	0.0680993852459016	2	0.159187999954727	0.0695621058316687	-0.177182934564634
Ccnb1_Tacc3	0.177834162370156	0.408084326105324	0.000196078431372549	51000	0.308298682166078	0.507367296954526	0.0700664136622391	7	0.187188492791146	0.259418063362674	0.628870002037829
